29	99
30	3
30	12
30	14
30	15
30	18
30	31
30	33
30	36
30	42
30	45
30	47
30	50
30	51
30	52
30	58
30	65
30	66
30	78
30	79
30	80
31	3
31	4
31	6
31	11
31	17
31	18
31	19
31	23
31	25
31	30
31	36
31	38
31	40
31	47
31	51
31	60
31	64
31	66
31	80
31	94
32	5
32	6
32	8
32	10
32	20
32	27
32	33
32	40
32	54
32	56
32	57
32	61
32	63
32	64
32	75
32	85
32	87
32	90
32	96
32	99
33	3
33	11
33	13
33	14
33	16
33	25
33	30
33	32
33	34
33	43
33	46
33	61
33	68
33	70
33	72
33	73
33	82
33	85
33	92
33	95
34	13
34	14
34	16
34	17
34	23
34	27
34	33
34	38
34	41
34	43
34	45
34	63
34	68
34	70
34	73
34	75
34	79
34	82
34	85
34	93
35	5
35	15
35	21
35	36
35	40
35	51
35	52
35	54
35	55
35	56
35	61
35	63
35	68
35	75
35	79
35	80
35	82
35	84
35	89
35	100
36	4
36	5
36	7
36	11
36	15
36	30
36	31
36	35
36	45
36	58
36	59
36	60
36	66
36	71
36	73
36	75
36	83
36	88
36	95
36	99
37	10
37	13
37	22
37	28
37	41
37	43
37	44
37	47
37	48
37	52
37	53
37	57
37	61
37	62
37	64
37	72
37	76
37	80
37	83
37	87
38	4
38	6
38	11
38	18
38	25
38	28
38	31
38	34
38	45
38	46
38	52
38	65
38	66
38	78
38	88
38	89
38	90
38	92
38	95
38	97
39	9
39	12
39	17
39	21
39	28
39	40
39	48
39	51
39	55
39	57
39	63
39	67
39	68
39	71
39	78
39	81
39	83
39	87
39	88
39	89
40	2
40	23
40	24
40	26
40	31
40	32
40	35
40	39
40	49
40	55
40	62
40	63
40	66
40	67
40	70
40	73
40	75
40	76
40	79
40	100
41	4
41	19
41	20
41	25
41	28
41	29
41	34
41	37
41	46
41	54
41	57
41	63
41	64
41	66
41	67
41	76
41	85
41	86
41	87
41	95
42	8
42	11
42	15
42	16
42	28
42	30
42	43
42	45
42	50
42	51
42	52
42	58
42	60
42	66
42	81
42	82
42	85
42	94
42	96
42	100
43	13
43	14
43	16
43	17
43	18
43	33
43	34
43	37
43	42
43	48
43	61
43	64
43	67
43	68
43	70
43	73
43	82
43	85
43	87
43	90
44	1
44	2
44	20
44	22
44	25
44	28
44	29
44	37
44	51
44	52
44	62
44	63
44	64
44	72
44	87
44	92
44	94
44	97
44	99
44	100
45	4
45	5
45	6
45	8
45	9
45	11
45	15
45	20
45	23
45	30
45	34
45	36
45	38
45	42
45	52
45	58
45	70
45	73
45	82
45	92
46	2
46	9
46	12
46	22
46	23
46	28
46	29
46	33
46	38
46	41
46	53
46	69
46	70
46	76
46	85
46	87
46	93
46	95
46	97
46	99
47	7
47	12
47	16
47	18
47	21
47	24
47	25
47	30
47	31
47	37
47	48
47	59
47	61
47	65
47	67
47	77
47	84
47	86
47	93
47	99
48	1
48	7
48	12
48	16
48	17
48	28
48	37
48	39
48	43
48	47
48	53
48	59
48	61
48	65
48	66
48	72
48	73
48	74
48	78
48	91
49	1
49	3
49	7
49	9
49	10
49	15
49	21
49	40
49	56
49	59
49	62
49	63
49	65
49	71
49	78
49	89
49	93
49	95
49	98
49	100
50	4
50	5
50	6
50	11
50	15
50	16
50	22
50	30
50	42
50	58
50	60
50	75
50	80
50	82
50	88
50	91
50	92
50	93
50	94
50	96
51	3
51	5
51	30
51	31
51	35
51	39
51	42
51	44
51	55
51	58
51	60
51	62
51	65
51	71
51	74
51	79
51	81
51	89
51	97
51	100
52	4
52	5
52	11
52	14
52	17
52	18
52	25
52	26
52	30
52	35
52	37
52	38
52	42
52	44
52	45
52	53
52	74
52	83
52	88
52	94
53	1
53	13
53	16
53	19
53	22
53	23
53	25
53	37
53	46
53	48
53	52
53	57
53	60
53	72
53	76
53	83
53	87
53	91
53	95
53	99
54	3
54	4
54	6
54	8
54	9
54	10
54	17
54	22
54	26
54	27
54	28
54	32
54	35
54	41
54	64
54	76
54	86
54	87
54	90
54	96
55	1
55	3
55	8
55	11
55	16
55	21
55	27
55	28
55	35
55	39
55	40
55	51
55	56
55	61
55	65
55	67
55	71
55	79
55	90
55	98
56	3
56	8
56	10
56	19
56	23
56	24
56	29
56	32
56	35
56	49
56	55
56	59
56	62
56	63
56	64
56	67
56	72
56	78
56	80
56	99
57	2
57	20
57	22
57	24
57	29
57	32
57	37
57	39
57	41
57	53
57	60
57	69
57	74
57	81
57	83
57	87
57	88
57	92
57	99
57	100
58	11
58	12
58	18
58	25
58	29
58	30
58	36
58	42
58	45
58	50
58	51
58	60
58	64
58	66
58	69
58	76
58	82
58	87
58	90
58	96
59	1
59	6
59	7
59	12
59	17
59	25
59	27
59	36
59	47
59	48
59	49
59	56
59	61
59	74
59	77
59	80
59	93
59	94
59	98
59	99
60	10
60	15
60	18
60	25
60	31
60	36
60	42
60	50
60	51
60	53
60	57
60	58
60	68
60	69
60	71
60	75
60	77
60	80
60	92
60	94
61	7
61	12
61	15
61	17
61	32
61	33
61	35
61	37
61	43
61	47
61	48
61	55
61	59
61	65
61	84
61	85
61	89
61	91
61	93
61	98
62	2
62	3
62	19
62	21
62	23
62	37
62	40
62	44
62	49
62	51
62	56
62	64
62	67
62	76
62	77
62	81
62	86
62	89
62	93
62	97
63	3
63	4
63	7
63	19
63	23
63	29
63	32
63	34
63	35
63	39
63	40
63	41
63	44
63	49
63	56
63	70
63	80
63	89
63	92
63	100
64	6
64	8
64	9
64	10
64	18
64	27
64	31
64	32
64	37
64	41
64	43
64	44
64	54
64	56
64	58
64	62
64	75
64	86
64	95
64	98
65	1
65	17
65	20
65	22
65	24
65	27
65	30
65	38
65	47
65	48
65	49
65	51
65	55
65	61
65	70
65	74
65	77
65	84
65	93
65	95
66	10
66	13
66	21
66	25
66	30
66	31
66	36
66	38
66	40
66	41
66	42
66	48
66	58
66	70
66	74
66	78
66	79
66	88
66	92
66	94
67	2
67	3
67	7
67	23
67	29
67	39
67	40
67	41
67	43
67	47
67	55
67	56
67	62
67	68
67	71
67	74
67	79
67	80
67	93
67	96
68	3
68	4
68	13
68	14
68	16
68	18
68	19
68	33
68	34
68	35
68	39
68	43
68	60
68	67
68	70
68	72
68	73
68	82
68	85
68	87
69	1
69	3
69	5
69	8
69	10
69	12
69	26
69	27
69	46
69	57
69	58
69	60
69	75
69	79
69	81
69	84
69	90
69	95
69	96
69	98
70	13
70	14
70	16
70	24
70	33
70	34
70	40
70	43
70	45
70	46
70	63
70	65
70	66
70	68
70	73
70	82
70	85
70	86
70	99
70	100
71	9
71	10
71	14
71	16
71	21
71	23
71	27
71	36
71	39
71	49
71	51
71	55
71	60
71	67
71	75
71	80
71	81
71	92
71	95
71	100
72	2
72	9
72	20
72	21
72	28
72	29
72	33
72	37
72	44
72	48
72	53
72	56
72	68
72	73
72	79
72	86
72	94
72	97
72	99
72	100
73	8
73	13
73	14
73	16
73	20
73	22
73	26
73	33
73	34
73	36
73	40
73	43
73	45
73	48
73	68
73	70
73	72
73	82
73	85
73	90
74	1
74	11
74	12
74	16
74	18
74	21
74	24
74	48
74	51
74	52
74	57
74	59
74	65
74	66
74	67
74	77
74	84
74	90
74	91
74	93
75	6
75	8
75	9
75	10
75	26
75	32
75	34
75	35
75	36
75	40
75	50
75	60
75	64
75	69
75	71
75	88
75	91
75	95
75	98
75	100
76	4
76	5
76	13
76	17
76	19
76	22
76	27
76	29
76	37
76	40
76	41
76	46
76	53
76	54
76	58
76	62
76	83
76	84
76	86
76	99
77	1
77	7
77	14
77	17
77	24
77	26
77	47
77	59
77	60
77	62
77	65
77	74
77	79
77	84
77	85
77	88
77	91
77	92
77	96
77	97
78	1
78	2
78	5
78	14
78	15
78	21
78	23
78	30
78	38
78	39
78	48
78	49
78	56
78	66
78	79
78	80
78	81
78	86
78	89
78	100
79	3
79	10
79	11
79	19
79	20
79	21
79	30
79	34
79	35
79	40
79	51
79	55
79	66
79	67
79	69
79	72
79	77
79	78
79	80
79	100
80	3
80	4
80	12
80	23
80	30
80	31
80	35
80	37
80	50
80	56
80	59
80	60
80	63
80	67
80	71
80	78
80	79
80	81
80	82
80	99
81	8
81	21
81	23
81	25
81	39
81	42
81	51
81	57
81	62
81	69
81	71
81	78
81	80
81	82
81	86
81	89
81	91
81	93
81	98
81	100
82	2
82	13
82	14
82	16
82	29
82	33
82	34
82	35
82	42
82	43
82	45
82	50
82	58
82	68
82	70
82	73
82	80
82	81
82	85
82	96
83	1
83	2
83	11
83	13
83	19
83	20
83	28
83	36
83	37
83	39
83	52
83	53
83	57
83	76
83	84
83	86
83	88
83	91
83	96
83	99
84	1
84	7
84	17
84	18
84	21
84	23
84	26
84	27
84	35
84	47
84	61
84	65
84	69
84	74
84	76
84	77
84	83
84	91
84	93
84	98
85	2
85	11
85	13
85	14
85	16
85	32
85	33
85	34
85	41
85	42
85	43
85	46
85	61
85	68
85	70
85	73
85	77
85	82
85	90
85	96
86	2
86	6
86	7
86	19
86	20
86	22
86	41
86	47
86	54
86	62
86	64
86	70
86	72
86	76
86	78
86	81
86	83
86	96
86	97
86	99
87	2
87	7
87	13
87	19
87	21
87	25
87	29
87	32
87	37
87	39
87	41
87	43
87	44
87	46
87	53
87	54
87	57
87	58
87	68
87	97
88	4
88	6
88	15
88	17
88	18
88	22
88	25
88	36
88	38
88	39
88	50
88	52
88	57
88	66
88	75
88	77
88	83
88	89
88	92
88	97
89	3
89	4
89	6
89	9
89	10
89	13
89	19
89	23
89	35
89	38
89	39
89	49
89	51
89	61
89	62
89	63
89	78
89	81
89	88
89	94
90	5
90	6
90	15
90	26
90	27
90	29
90	32
90	38
90	43
90	54
90	55
90	58
90	69
90	73
90	74
90	85
90	91
90	95
90	96
90	98
91	7
91	8
91	12
91	17
91	21
91	22
91	24
91	48
91	50
91	53
91	61
91	74
91	75
91	77
91	81
91	83
91	84
91	90
91	93
91	94
92	2
92	3
92	4
92	15
92	17
92	25
92	28
92	33
92	38
92	44
92	45
92	50
92	57
92	60
92	63
92	66
92	71
92	77
92	88
92	94
93	1
93	9
93	10
93	12
93	24
93	28
93	34
93	46
93	47
93	49
93	50
93	59
93	61
93	62
93	65
93	67
93	74
93	81
93	84
93	91
94	2
94	3
94	15
94	18
94	19
94	20
94	25
94	31
94	42
94	44
94	50
94	52
94	59
94	60
94	66
94	72
94	89
94	91
94	92
94	97
95	5
95	10
95	26
95	27
95	33
95	36
95	38
95	41
95	46
95	49
95	53
95	64
95	65
95	69
95	71
95	75
95	90
95	96
95	98
95	100
96	6
96	9
96	22
96	26
96	27
96	32
96	42
96	50
96	54
96	58
96	67
96	69
96	77
96	82
96	83
96	85
96	86
96	90
96	95
96	98
97	2
97	9
97	12
97	15
97	19
97	20
97	24
97	28
97	38
97	44
97	46
97	51
97	62
97	72
97	77
97	86
97	87
97	88
97	94
97	99
98	5
98	9
98	15
98	19
98	23
98	26
98	27
98	49
98	55
98	59
98	61
98	64
98	69
98	75
98	81
98	84
98	90
98	95
98	96
98	99
99	11
99	13
99	29
99	32
99	36
99	44
99	46
99	47
99	53
99	56
99	57
99	59
99	70
99	72
99	76
99	80
99	83
99	86
99	97
99	98
100	7
100	21
100	22
100	26
100	35
100	40
100	42
100	44
100	49
100	51
100	57
100	63
100	70
100	71
100	72
100	75
100	78
100	79
100	81
100	95
